,Epitope IRI,Object Type,Description,Epitope Modified Residue(s),Epitope Modification(s),Starting Position,Ending Position,Non-peptidic epitope IRI,Epitope Synonyms,Antigen Name,Antigen IRI,Parent Protein,Parent Protein IRI,Organism Name,Organism IRI,Parent Organism,Parent Organism IRI,Epitope Comments,Epitope Relationship,Object Type.1,Description.1,Starting Position.1,Ending Position.1,Non-peptidic object IRI,Synonyms,Antigen Name.1,Antigen IRI.1,Parent Protein.1,Parent Protein IRI.1,Organism Name.1,Organism IRI.1,Parent Organism.1,Parent Organism IRI.1,link_url_41
474,148494,Non-peptidic,beta-D-GlcpNAc-(1->4)-[alpha-L-Fucp-(1->3)]-[alpha-L-Fucp-(1->6)]-beta-D-GlcpNAc,,,,,http://purl.obolibrary.org/obo/CHEBI_62379,"2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->4)-[alpha-L-fucopyranosyl-(1->3)]-[alpha-L-fucopyranosyl-(1->6)]-2-acetamido-2-deoxy-beta-D-glucopyranose, 2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->4)-[6-deoxy-alpha-L-galactopyranosyl-(1->3)]-[6-deoxy-alpha-L-galactopyranosyl-(1->6)]-2-acetamido-2-deoxy-beta-D-glucopyranose, beta-D-GlcNAc-(1->4)-[alpha-L-Fuc-(1->3)]-[alpha-L-Fuc-(1->6)]-beta-D-GlcNAc, N-acetyl-beta-D-glucosaminyl-(1->4)-[alpha-L-fucosyl-(1->3)]-[alpha-L-fucosyl-(1->6)]-N-acetyl-beta-D-glucosamine",,,,,,,,,"Compound 4 is 5-Carboxypentyl 3,6-di-O-(alpha-l-fucopyranosyl)-4-O-(2-acetamido-2-deoxy-beta-d-glucopyranosyl)-2-acetamido-2-deoxy-beta-d-glucopyranoside oxidised biotin conjuguate (4). The compound corresponds to a fragment of a common carbohydrate cross-reactive determinant found in different allergens from plants and invertebrates.",,,,,,,,,,,,,,,,G63564LA 
475,149135,Non-peptidic,D-fucopyranose,,,,,http://purl.obolibrary.org/obo/CHEBI_2179,"6-deoxy-D-galactopyranose, D-fucopyranose, 6-Deoxy-D-galactose, D-fucose, D-Fucose",,,,,,,,,,,,,,,,,,,,,,,,,G25787TL 
476,149136,Non-peptidic,D-ribofuranose,,,,,http://purl.obolibrary.org/obo/CHEBI_47013,"D-ribofuranose, (3R,4S,5R)-5-(hydroxymethyl)tetrahydrofuran-2,3,4-triol, D-Ribose, D-ribose, ribose, WURCS=2.0/1,1,0/[a222h-1x_1-4]/1/",,,,,,,,,,,,,,,,,,,,,,,,,G31080DL 
477,149137,Non-peptidic,beta-D-Galf-(1->5)-beta-D-Galf-(1->5)-beta-D-Galf-(1->5)-beta-D-Galf,,,,,http://purl.obolibrary.org/obo/CHEBI_61775,"(Galf)4, [beta-D-Galf-1,5-beta-D-Galf]2, beta-D-galactofuranosyl-(1->5)-beta-D-galactofuranosyl-(1->5)-beta-D-galactofuranosyl-(1->5)-beta-D-galactofuranose",,,,,,,,,,,,,,,,,,,,,,,,,G04673TZ 
478,149138,Non-peptidic,beta-D-Galp-(1->4)-beta-D-Glcp-(1->6)-beta-D-GlcpNAc,,,,,http://purl.obolibrary.org/obo/CHEBI_61824,"beta-D-galactopyranosyl-(1->4)-beta-D-glucopyranosyl-(1->6)-2-acetamido-2-deoxy-beta-D-glucopyranose, WURCS=2.0/3,3,2/[a2122h-1b_1-5_2*NCC/3=O][a2122h-1b_1-5][a2112h-1b_1-5]/1-2-3/a6-b1_b4-c1",polysaccharide,http://purl.obolibrary.org/obo/CHEBI_18154,,,Streptococcus pneumoniae type 14,https://ontology.iedb.org/ontology/ONTIE_0001456,Streptococcus pneumoniae,http://purl.obolibrary.org/obo/NCBITaxon_1313,,,,,,,,,,,,,,,,,G47773BX 
479,149139,Non-peptidic,beta-D-Glcp-(1->6)-beta-D-GlcpNAc-(1->3)-beta-D-Galp,,,,,http://purl.obolibrary.org/obo/CHEBI_61826,"beta-D-glucopyranosyl-(1->6)-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->3)-beta-D-galactopyranose, WURCS=2.0/3,3,2/[a2112h-1b_1-5][a2122h-1b_1-5_2*NCC/3=O][a2122h-1b_1-5]/1-2-3/a3-b1_b6-c1",polysaccharide,http://purl.obolibrary.org/obo/CHEBI_18154,,,Streptococcus pneumoniae type 14,https://ontology.iedb.org/ontology/ONTIE_0001456,Streptococcus pneumoniae,http://purl.obolibrary.org/obo/NCBITaxon_1313,,,,,,,,,,,,,,,,,G84596VQ 
480,149140,Non-peptidic,beta-D-Galp-(1->4)-beta-D-Glcp-(1->6)-beta-D-GlcpNAc-(1->3)-beta-D-Galp,,,,,http://purl.obolibrary.org/obo/CHEBI_61831,"beta-D-galactopyranosyl-(1->4)-beta-D-glucopyranosyl-(1->6)-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->3)-beta-D-galactopyranose, WURCS=2.0/3,4,3/[a2112h-1b_1-5][a2122h-1b_1-5_2*NCC/3=O][a2122h-1b_1-5]/1-2-3-1/a3-b1_b6-c1_c4-d1",polysaccharide,http://purl.obolibrary.org/obo/CHEBI_18154,,,Streptococcus pneumoniae type 14,https://ontology.iedb.org/ontology/ONTIE_0001456,Streptococcus pneumoniae,http://purl.obolibrary.org/obo/NCBITaxon_1313,,,,,,,,,,,,,,,,,G60268QL 
481,149141,Non-peptidic,beta-D-Glcp-(1->6)-beta-D-GlcpNAc-(1->3)-beta-D-Galp-(1->4)-beta-D-Glcp,,,,,http://purl.obolibrary.org/obo/CHEBI_61837,"beta-D-glucopyranosyl-(1->6)-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->3)-beta-D-galactopyranosyl-(1->4)-beta-D-glucopyranose, ",polysaccharide,http://purl.obolibrary.org/obo/CHEBI_18154,,,Streptococcus pneumoniae type 14,https://ontology.iedb.org/ontology/ONTIE_0001456,Streptococcus pneumoniae,http://purl.obolibrary.org/obo/NCBITaxon_1313,,,,,,,,,,,,,,,,,G41869MU 
482,149142,Non-peptidic,beta-D-Galp-(1->4)-[beta-D-Glcp-(1->6)]-beta-D-GlcpNAc-(1->3)-beta-D-Galp,,,,,http://purl.obolibrary.org/obo/CHEBI_61838,"beta-D-galactopyranosyl-(1->4)-[beta-D-glucopyranosyl-(1->6)]-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->3)-beta-D-galactopyranose, WURCS=2.0/3,4,3/[a2112h-1b_1-5][a2122h-1b_1-5_2*NCC/3=O][a2122h-1b_1-5]/1-2-1-3/a3-b1_b4-c1_b6-d1",polysaccharide,http://purl.obolibrary.org/obo/CHEBI_18154,,,Streptococcus pneumoniae type 14,https://ontology.iedb.org/ontology/ONTIE_0001456,Streptococcus pneumoniae,http://purl.obolibrary.org/obo/NCBITaxon_1313,,,,,,,,,,,,,,,,,G04941YC 
483,149143,Non-peptidic,beta-D-Galp-(1->4)-[beta-D-Galp-(1->4)-beta-D-Glcp-(1->6)]-beta-D-GlcpNAc,,,,,http://purl.obolibrary.org/obo/CHEBI_61841,"beta-D-galactopyranosyl-(1->4)-[beta-D-galactopyranosyl-(1->4)-beta-D-glucopyranosyl-(1->6)]-2-acetamido-2-deoxy-beta-D-glucopyranose, beta-D-Gal-(1->4)-[beta-D-Gal-(1->4)-beta-D-Glc-(1->6)]-beta-D-GlcNAc, beta-D-Gal-(1->4)-beta-D-Glc-(1->6)-[beta-D-Gal-(1->4)]-beta-D-GlcNAc, beta-D-galactosyl-(1->4)-[beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1->6)]-N-acetyl-beta-D-glucosamine, beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1->6)-[beta-D-galactosyl-(1->4)]-N-acetyl-beta-D-glucosamine, beta-D-Galp-(1->4)-beta-D-Glcp-(1->6)-[beta-D-Galp-(1->4)]-beta-D-GlcpNAc, Galbeta1-4(Galbeta1-4Glcbeta1-6)GlcNAcbeta, Galbeta1-4Glcbeta1-6(Galbeta1-4)GlcNAcbeta, WURCS=2.0/3,4,3/[a2122h-1b_1-5_2*NCC/3=O][a2112h-1b_1-5][a2122h-1b_1-5]/1-2-3-2/a4-b1_a6-c1_c4-d1",polysaccharide,http://purl.obolibrary.org/obo/CHEBI_18154,,,Streptococcus pneumoniae type 14,https://ontology.iedb.org/ontology/ONTIE_0001456,Streptococcus pneumoniae,http://purl.obolibrary.org/obo/NCBITaxon_1313,,,,,,,,,,,,,,,,,G09494DM 
484,149144,Non-peptidic,beta-D-Galp-(1->4)-beta-D-GlcNAcp-(1->3)-beta-D-Galp-(1->4)-beta-D-Glcp,,,,,http://purl.obolibrary.org/obo/CHEBI_61844,"beta-D-galactopyranosyl-(1->4)-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->3)-beta-D-galactopyranosyl-(1->4)-beta-D-glucopyranose, beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc, beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucose, betaGal(1->4)betaGlcNAc(1->3)betaGal(1->4)betaGlc, Galb1-4GlcNAcb1-3Galb1-4Glcb, Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta, WURCS=2.0/3,4,3/[a2122h-1b_1-5][a2112h-1b_1-5][a2122h-1b_1-5_2*NCC/3=O]/1-2-3-2/a4-b1_b3-c1_c4-d1, alphaGal(1&rarr;4)&szlig;GlcNAc(1&rarr;3)&szlig;Gal(1&rarr;4)&szlig;Glc-R",,,,,,,,,,,,,,,,,,,,,,,,,G58896AZ 
485,149145,Non-peptidic,beta-D-Galp-(1->4)-[beta-D-Glcp-(1->6)]-beta-D-GlcpNAc-(1->3)-beta-D-Galp-(1->4)-beta-D-Glcp,,,,,http://purl.obolibrary.org/obo/CHEBI_61846,"beta-D-galactopyranosyl-(1->4)-[beta-D-glucopyranosyl-(1->6)]-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->3)-beta-D-galactopyranosyl-(1->4)-beta-D-glucopyranose, ",polysaccharide,http://purl.obolibrary.org/obo/CHEBI_18154,,,Streptococcus pneumoniae type 14,https://ontology.iedb.org/ontology/ONTIE_0001456,Streptococcus pneumoniae,http://purl.obolibrary.org/obo/NCBITaxon_1313,,,,,,,,,,,,,,,,,G51686WJ 
486,149146,Non-peptidic,beta-D-Galp-(1->6)-beta-D-Glcp-(1->6)-beta-D-GlcpNAc-(1->3)-beta-D-Galp-(1->4)-beta-D-Glcp,,,,,http://purl.obolibrary.org/obo/CHEBI_61847,"beta-D-galactopyranosyl-(1->6)-beta-D-glucopyranosyl-(1->6)-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->3)-beta-D-galactopyranosyl-(1->4)-beta-D-glucopyranose, ",polysaccharide,http://purl.obolibrary.org/obo/CHEBI_18154,,,Streptococcus pneumoniae type 14,https://ontology.iedb.org/ontology/ONTIE_0001456,Streptococcus pneumoniae,http://purl.obolibrary.org/obo/NCBITaxon_1313,,,,,,,,,,,,,,,,,G00428TE 
487,149147,Non-peptidic,beta-D-Galp-(1->4)-[beta-D-Galp-(1->4)-beta-D-Glcp-(1->6)]-beta-D-GlcpNAc-(1->3)-beta-D-Galp,,,,,http://purl.obolibrary.org/obo/CHEBI_61851,"beta-D-galactopyranosyl-(1->4)-[beta-D-galactopyranosyl-(1->4)-beta-D-glucopyranosyl-(1->6)]-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->3)-beta-D-galactopyranose, WURCS=2.0/3,5,4/[a2112h-1b_1-5][a2122h-1b_1-5_2*NCC/3=O][a2122h-1b_1-5]/1-2-1-3-1/a3-b1_b4-c1_b6-d1_d4-e1",polysaccharide,http://purl.obolibrary.org/obo/CHEBI_18154,,,Streptococcus pneumoniae type 14,https://ontology.iedb.org/ontology/ONTIE_0001456,Streptococcus pneumoniae,http://purl.obolibrary.org/obo/NCBITaxon_1313,,,,,,,,,,,,,,,,,G29751MN 
488,149148,Non-peptidic,beta-D-Galp-(1->4)-[beta-D-Galp-(1->4)-beta-D-GlcpNAc-(1->3)-beta-D-Galp-(1->4)-beta-D-Glcp-(1->6)]-beta-D-GlcpNAc,,,,,http://purl.obolibrary.org/obo/CHEBI_61858,"beta-D-galactopyranosyl-(1->4)-[beta-D-galactopyranosyl-(1->4)-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->3)-beta-D-galactopyranosyl-(1->4)-beta-D-glucopyranosyl-(1->6)]-2-acetamido-2-deoxy-beta-D-glucopyranose, WURCS=2.0/3,6,5/[a2122h-1b_1-5_2*NCC/3=O][a2112h-1b_1-5][a2122h-1b_1-5]/1-2-3-2-1-2/a4-b1_a6-c1_c4-d1_d3-e1_e4-f1",polysaccharide,http://purl.obolibrary.org/obo/CHEBI_18154,,,Streptococcus pneumoniae type 14,https://ontology.iedb.org/ontology/ONTIE_0001456,Streptococcus pneumoniae,http://purl.obolibrary.org/obo/NCBITaxon_1313,,,,,,,,,,,,,,,,,G97100OC 
489,149149,Non-peptidic,beta-D-Galp-(1->4)-[beta-D-Galp-(1->4)-beta-D-Glcp-(1->6)]-beta-D-GlcpNAc-(1->3)-beta-D-Galp-(1->4)-beta-D-Glcp,,,,,http://purl.obolibrary.org/obo/CHEBI_61859,"beta-D-galactopyranosyl-(1->4)-[beta-D-galactopyranosyl-(1->4)-beta-D-glucopyranosyl-(1->6)]-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->3)-beta-D-galactopyranosyl-(1->4)-beta-D-glucopyranose, ",polysaccharide,http://purl.obolibrary.org/obo/CHEBI_18154,,,Streptococcus pneumoniae type 14,https://ontology.iedb.org/ontology/ONTIE_0001456,Streptococcus pneumoniae,http://purl.obolibrary.org/obo/NCBITaxon_1313,,,,,,,,,,,,,,,,,G81735HL 
490,149150,Non-peptidic,beta-D-Galp-(1->4)-[beta-D-Galp-(1->4)-[beta-D-Galp-(1->4)-beta-D-Glcp-(1->6)]-beta-D-GlcpNAc-(1->3)-beta-D-Galp-(1->4)-beta-D-Glcp-(1->6)]-beta-D-GlcpNAc,,,,,http://purl.obolibrary.org/obo/CHEBI_61861,"beta-D-galactopyranosyl-(1->4)-[beta-D-galactopyranosyl-(1->4)-[beta-D-galactopyranosyl-(1->4)-beta-D-glucopyranosyl-(1->6)]-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->3)-beta-D-galactopyranosyl-(1->4)-beta-D-glucopyranosyl-(1->6)]-2-acetamido-2-deoxy-beta-D-glucopyranose, ",polysaccharide,http://purl.obolibrary.org/obo/CHEBI_18154,,,Streptococcus pneumoniae type 14,https://ontology.iedb.org/ontology/ONTIE_0001456,Streptococcus pneumoniae,http://purl.obolibrary.org/obo/NCBITaxon_1313,,,,,,,,,,,,,,,,,G49149HT 
491,149151,Non-peptidic,beta-D-Gal-(1->4)-[beta-D-Gal-(1->4)-[beta-D-Gal-(1->4)-[beta-D-Gal-(1->4)-beta-D-Glc-(1->6)]-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1->6)]-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1->6)]-beta-D-GlcNAc,,,,,http://purl.obolibrary.org/obo/CHEBI_61866,"beta-D-galactopyranosyl-(1->4)-[beta-D-galactopyranosyl-(1->4)-[beta-D-galactopyranosyl-(1->4)-[beta-D-galactopyranosyl-(1->4)-beta-D-glucopyranosyl-(1->6)]-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->3)-beta-D-galactopyranosyl-(1->4)-beta-D-glucopyranosyl-(1->6)]-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->3)-beta-D-galactopyranosyl-(1->4)-beta-D-glucopyranosyl-(1->6)]-2-acetamido-2-deoxy-beta-D-glucopyranose, beta-D-Galp-(1->4)-[beta-D-Galp-(1->4)-[beta-D-Galp-(1->4)-[beta-D-Galp-(1->4)-beta-D-Glcp-(1->6)]-beta-D-GlcpNAc-(1->3)-beta-D-Galp-(1->4)-beta-D-Glcp-(1->6)]-beta-D-GlcpNAc-(1->3)-beta-D-Galp-(1->4)-beta-D-Glcp-(1->6)]-beta-D-GlcpNAc",polysaccharide,http://purl.obolibrary.org/obo/CHEBI_18154,,,Streptococcus pneumoniae type 14,https://ontology.iedb.org/ontology/ONTIE_0001456,Streptococcus pneumoniae,http://purl.obolibrary.org/obo/NCBITaxon_1313,,,,,,,,,,,,,,,,,G92056YD 
492,149158,Non-peptidic,N(4)-{alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-Asn,,,,,http://purl.obolibrary.org/obo/CHEBI_62098,"alpha-D-mannopyranosyl-(1->3)-[alpha-D-mannopyranosyl-(1->6)]-beta-D-mannopyranosyl-(1->4)-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->4)-2-acetamido-N-L-beta-aspartyl-2-deoxy-beta-D-glucopyranosylamine, (GlcNAc)2 (Man)3 (Asn)1, alpha-D-mannosyl-(1->3)-[alpha-D-mannosyl-(1->6)]-beta-D-mannosyl-(1->4)-2-acetamido-2-deoxy-beta-D-glucosyl-(1->4)-2-acetamido-N-L-beta-aspartyl-2-deoxy-beta-D-glucosylamine, Manalpha1-3(Manalpha1-6)Manbeta1-4GlcNAcbeta1-4GlcNAcbeta1-Asn, N(4)-{alpha-D-Manp-(1->3)-[alpha-D-Manp-(1->6)]-beta-D-Manp-(1->4)-beta-D-GlcpNAc-(1->4)-beta-D-GlcpNAc}-Asn, TriMan",glycoprotein,http://purl.obolibrary.org/obo/CHEBI_17089,,,Schistosoma mansoni,http://purl.obolibrary.org/obo/NCBITaxon_6183,Schistosoma mansoni,http://purl.obolibrary.org/obo/NCBITaxon_6183,,,,,,,,,,,,,,,,,G42730YE 
493,149159,Non-peptidic,beta-D-Galp-(1->3)-[beta-D-GlcpNAc-(1->6)]-alpha-D-GalpNAc,,,,,http://purl.obolibrary.org/obo/CHEBI_62158,"2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->6)-[beta-D-galactopyranosyl-(1->3)]-2-acetamido-2-deoxy-alpha-D-galactopyranose, beta-D-Gal-(1->3)-[beta-D-GlcNAc-(1->6)]-alpha-D-GalNAc, Galbeta1-3(GlcNAcbeta1-6)GalNAcalpha, GlcNAcb1-6(Galb1-3)GalNAca, GlcNAcbeta1-6(Galbeta1-3)GalNAcalpha, WURCS=2.0/3,3,2/[a2112h-1a_1-5_2*NCC/3=O][a2112h-1b_1-5][a2122h-1b_1-5_2*NCC/3=O]/1-2-3/a3-b1_a6-c1",O-glycoprotein,http://purl.obolibrary.org/obo/CHEBI_59523,,,Echinococcus multilocularis,http://purl.obolibrary.org/obo/NCBITaxon_6211,Echinococcus multilocularis,http://purl.obolibrary.org/obo/NCBITaxon_6211,,,,,,,,,,,,,,,,,G00033MO 
494,149160,Non-peptidic,beta-D-Galp-(1->3)-[beta-D-Galp-(1->4)-beta-D-GlcpNAc-(1->6)]-alpha-D-GalpNAc,,,,,http://purl.obolibrary.org/obo/CHEBI_62185,"beta-D-galactopyranosyl-(1->3)-[beta-D-galactopyranosyl-(1->4)-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->6)]-2-acetamido-2-deoxy-alpha-D-galactopyranose, beta-D-Gal-(1->3)-[beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->6)]-alpha-D-GalNAc, beta-D-galactosyl-(1->3)-[beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->6)]-N-acetyl-alpha-D-galactosamine, beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->6)-[beta-D-galactosyl-(1->3)]-, Galb1-4GlcNAcb1-6(Galb1-3)GalNAca, Galbeta1-4GlcNAcbeta1-6(Galbeta1-3)GalNAcalpha, WURCS=2.0/3,4,3/[a2112h-1a_1-5_2*NCC/3=O][a2112h-1b_1-5][a2122h-1b_1-5_2*NCC/3=O]/1-2-3-2/a3-b1_a6-c1_c4-d1",O-glycoprotein,http://purl.obolibrary.org/obo/CHEBI_59523,,,Echinococcus multilocularis,http://purl.obolibrary.org/obo/NCBITaxon_6211,Echinococcus multilocularis,http://purl.obolibrary.org/obo/NCBITaxon_6211,,,,,,,,,,,,,,,,,G64973KT 
495,149161,Non-peptidic,beta-D-Galp-(1->3)-[alpha-D-Galp-(1->4)-beta-D-Galp-(1->4)-beta-D-GlcpNAc-(1->6)]-alpha-D-GalpNAc,,,,,http://purl.obolibrary.org/obo/CHEBI_62187,"beta-D-galactopyranosyl-(1->3)-[alpha-D-galactopyranosyl-(1->4)-beta-D-galactopyranosyl-(1->4)-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->6)]-2-acetamido-2-deoxy-alpha-D-galactopyranose, beta-D-Gal-(1->3)-[alpha-D-Gal-(1->4)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->6)]-alpha-D-GalNAc",O-glycoprotein,http://purl.obolibrary.org/obo/CHEBI_59523,,,Echinococcus multilocularis,http://purl.obolibrary.org/obo/NCBITaxon_6211,Echinococcus multilocularis,http://purl.obolibrary.org/obo/NCBITaxon_6211,,,,,,,,,,,,,,,,,G61972DW 
496,149162,Non-peptidic,alpha-D-Galp-(1->4)-beta-D-Galp-(1->3)-alpha-D-GalpNAc,,,,,http://purl.obolibrary.org/obo/CHEBI_62160,"alpha-D-galactopyranosyl-(1->4)-beta-D-galactopyranosyl-(1->3)-2-acetamido-2-deoxy-alpha-D-galactopyranose, alpha-D-Gal-(1->4)-beta-D-Gal-(1->3)-alpha-D-GalNAc",O-glycoprotein,http://purl.obolibrary.org/obo/CHEBI_59523,,,Echinococcus multilocularis,http://purl.obolibrary.org/obo/NCBITaxon_6211,Echinococcus multilocularis,http://purl.obolibrary.org/obo/NCBITaxon_6211,,,,,,,,,,,,,,,,,G65376QI 
497,149163,Non-peptidic,alpha-D-Galp-(1->4)-beta-D-Galp-(1->3)-[beta-D-GlcpNAc-(1->6)]-alpha-D-GalpNAc,,,,,http://purl.obolibrary.org/obo/CHEBI_62162,"2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->6)-[alpha-D-galactopyranosyl-(1->4)-beta-D-galactopyranosyl-(1->3)]-2-acetamido-2-deoxy-alpha-D-galactopyranose, beta-D-GlcpNAc-(1->6)[alpha-D-Galp-(1->4)-beta-D-Galp-(1->3)]-alpha-D-GalpNAc",O-glycoprotein,http://purl.obolibrary.org/obo/CHEBI_59523,,,Echinococcus multilocularis,http://purl.obolibrary.org/obo/NCBITaxon_6211,Echinococcus multilocularis,http://purl.obolibrary.org/obo/NCBITaxon_6211,,,,,,,,,,,,,,,,,G60925RS 
498,149164,Non-peptidic,uridine,,,,,http://purl.obolibrary.org/obo/CHEBI_16704,"uridine, 1-beta-D-ribofuranosylpyrimidine-2,4(1H,3H)-dione, 1-beta-D-ribofuranosyluracil, beta-Uridine, u, Urd, Uridin, Uridine, URIDINE, uridine",,,,,,,,,,,,,,,,,,,,,,,,,G22252VC 
499,149165,Non-peptidic,2-deoxy-D-ribose,,,,,http://purl.obolibrary.org/obo/CHEBI_28816,"2-deoxy-D-erythro-pentose, 2-Deoxy-D-erythro-pentose, 2-Deoxy-D-ribose, aldehydo-2-deoxy-D-ribose, D-dRib, Deoxyribose, Thyminose",,,,,,,,,,,,,,,,,,,,,,,,,G18505KX 
500,149166,Non-peptidic,dTTP,,,,,http://purl.obolibrary.org/obo/CHEBI_18077,"thymidine 5'-(tetrahydrogen triphosphate), 2'-deoxythymidine 5'-triphosphate, 2'-deoxythymidine triphosphate, 5'-TTP, deoxy-TTP, deoxythymidine 5'-triphosphate, deoxythymidine triphosphate, dThd5'PPP, dTTP, pppdT, thymidine 5'-triphosphate, THYMIDINE-5'-TRIPHOSPHATE, TTP",,,,,,,,,,,,,,,,,,,,,,,,,G38899NI 
501,149167,Non-peptidic,dATP,,,,,http://purl.obolibrary.org/obo/CHEBI_16284,"2'-deoxyadenosine 5'-(tetrahydrogen triphosphate), 2'-dATP, 2'-deoxy-ATP, 2'-Deoxyadenosine 5'-triphosphate, 2'-deoxyadenosine 5'-triphosphate, 2'-deoxyadenosine triphosphate, dATP, Deoxyadenosine 5'-triphosphate, Deoxyadenosine triphosphate",,,,,,,,,,,,,,,,,,,,,,,,,G38899NI 
502,149168,Non-peptidic,dCTP,,,,,http://purl.obolibrary.org/obo/CHEBI_16311,"2'-deoxycytidine 5'-(tetrahydrogen triphosphate), 2'-deoxy-CTP, 2'-deoxycytidine 5'-triphosphate, 2'-deoxycytidine triphosphate, dCTP, deoxy-CTP, deoxycytidine 5'-triphosphate, deoxycytidine triphosphate, deoxycytidine-triphosphate",,,,,,,,,,,,,,,,,,,,,,,,,G38899NI 
503,149169,Non-peptidic,dGTP,,,,,http://purl.obolibrary.org/obo/CHEBI_16497,"2'-deoxyguanosine 5'-(tetrahydrogen triphosphate), 2'-deoxy-GTP, 2'-deoxyguanosine 5'-triphosphate, 2'-deoxyguanosine triphosphate, deoxy-GTP, deoxyguanosine 5'-triphosphate, deoxyguanosine triphosphate, dGTP",,,,,,,,,,,,,,,,,,,,,,,,,G38899NI 
504,149170,Non-peptidic,"3',5'-cyclic GMP",,,,,http://purl.obolibrary.org/obo/CHEBI_16356,"guanosine 3',5'-(hydrogen phosphate), 3',5'-Cyclic GMP, cGMP, Cyclic GMP, Guanosine 3',5'-cyclic monophosphate, Guanosine 3',5'-cyclic phosphate, Guanosine cyclic monophosphate",,,,,,,,,,,,,,,,,,,,,,,,,G43469BQ 
505,149171,Non-peptidic,3-O-sulfo-beta-D-GlcA-(1->3)-1-O-allyl-D-Gal,,,,,http://purl.obolibrary.org/obo/CHEBI_62285,"prop-2-en-1-yl 3-O-(3-O-sulfo-beta-D-glucopyranuronosyl)-D-galactopyranoside, allyl 3-O-(3-O-sulfo-beta-D-glucopyranuronosyl)-D-galactopyranoside",,,,,,,,,,,,,,,,,,,,,,,,,G22096KV 
506,149172,Non-peptidic,L-lyxopyranose,,,,,http://purl.obolibrary.org/obo/CHEBI_62321,"L-lyxopyranose, L-lyxose, WURCS=2.0/1,1,0/[a221h-1x_1-5]/1/",,,,,,,,,,,,,,,,,,,,,,,,,G32319HH 
507,149175,Non-peptidic,beta-D-Galf-(1->2)-D-Manp,,,,,http://purl.obolibrary.org/obo/CHEBI_62350,"beta-D-galactofuranosyl-(1->2)-D-mannopyranose, 2-O-beta-D-galactofuranosyl-D-mannopyranose, beta-D-Galf-1,2-D-Manp",,,,,,,,,,,,,,,,,,,,,,,,,G31674LC 
508,149176,Non-peptidic,beta-D-Galf-(1->6)-D-Galf,,,,,http://purl.obolibrary.org/obo/CHEBI_62354,"beta-D-galactofuranosyl-(1->6)-D-galactofuranose, 6-O-beta-D-galactofuranosyl-D-galactofuranose, WURCS=2.0/2,2,1/[a2112h-1x_1-4][a2112h-1b_1-4]/1-2/a6-b1",,,,,,,,,,,,,,,,,,,,,,,,,G34068XZ 
509,149177,Non-peptidic,beta-D-Galf-(1->6)-alpha-D-Manp-OMe,,,,,http://purl.obolibrary.org/obo/CHEBI_62358,"methyl beta-D-galactopyranosyl-(1->6)-alpha-D-mannopyranoside, methyl 6-O-beta-D-galactofuranosyl-beta-D-mannopyranoside",,,,,,,,,,,,,,,,,,,,,,,,,G36370II 
